session_id,duration,Completed_step1,Completed_step2,Completed_pmt,region_name,region_code,state_code,state_name,zip_code,city_name,lat,lng,state_quadrant,county_name,basket_price,country
194,102069,Y,Y,Y,South Atlantic,South,VA,Virginia,23061,Gloucester,37.414991,-76.52959,SE Corner of Virginia,Gloucester County,110,United States
195,113391,Y,Y,Y,South Atlantic,South,WV,West Virginia,24892,War,37.309666,-81.69546,SW Corner of West Virginia,McDowell County,13,United States
196,7518,Y,Y,N,Mountain,West,ID,Idaho,83874,Murray,47.626188,-115.83204,NW Corner of Idaho,Shoshone County,184,United States
197,2097,Y,N,N,West North Central,Midwest,MO,Missouri,64192,Kansas City,38.953942,-94.5237,NW Corner of Missouri,Jackson County,218,United States
198,48312,Y,N,N,South Atlantic,South,FL,Florida,34120,Naples,26.275676,-81.59586,SE Corner of Florida,Collier County,16,United States
199,139187,Y,N,N,East North Central,Midwest,IL,Illinois,61531,Farmington,40.68847,-90.02166,NW Corner of Illinois,Fulton County,215,United States
200,64009,Y,Y,Y,West North Central,Midwest,KS,Kansas,67865,Minneola,37.394383,-99.96723,SW Corner of Kansas,Clark County,131,United States
201,14419,Y,Y,N,West North Central,Midwest,SD,South Dakota,57046,Mission Hill,42.945468,-97.2884,SE Corner of South Dakota,Yankton County,224,United States
202,265212,Y,Y,Y,New England,Northeast,ME,Maine,04431,East Orland,44.56801,-68.68116,SE Corner of Maine,Hancock County,182,United States
203,1818,Y,Y,Y,East North Central,Midwest,MI,Michigan,48206,Detroit,42.375787,-83.10849,SE Corner of Michigan,Wayne County,74,United States
204,241947,N,N,N,South Atlantic,South,VA,Virginia,24439,Goshen,37.997778,-79.48004,NW Corner of Virginia,Rockbridge County,62,United States
205,164888,Y,Y,N,South Atlantic,South,DE,Delaware,19946,Frederica,39.037803,-75.46634,SW Corner of Delaware,Kent County,197,United States
206,192301,Y,N,N,West South Central,South,TX,Texas,79556,Sweetwater,32.465621,-100.39814,NW Corner of Texas,Nolan County,156,United States
207,56334,N,N,N,East North Central,Midwest,OH,Ohio,44004,Ashtabula,41.871212,-80.79178,NE Corner of Ohio,Ashtabula County,149,United States
208,57049,N,N,N,Mountain,West,WY,Wyoming,82006,Cheyenne,41.327351,-104.666365,SE Corner of Wyoming,Laramie County,124,United States
209,275024,Y,Y,N,Mid-Atlantic,Northeast,PA,Pennsylvania,15378,Westland,40.27758,-80.27408,SW Corner of Pennsylvania,Washington County,206,United States
210,281778,Y,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,19124,Philadelphia,40.017362,-75.08769,SE Corner of Pennsylvania,Philadelphia County,117,United States
211,117381,N,N,N,South Atlantic,South,VA,Virginia,22987,White Hall,38.179859,-78.618912,NE Corner of Virginia,Albemarle County,239,United States
212,48345,N,N,N,Mountain,West,WY,Wyoming,82412,Byron,44.794477,-108.53415,NW Corner of Wyoming,Big Horn County,100,United States
213,266253,Y,Y,N,East South Central,South,KY,Kentucky,40069,Springfield,37.702418,-85.22257,SE Corner of Kentucky,Washington County,239,United States
214,268992,Y,Y,N,South Atlantic,South,VA,Virginia,24311,Atkins,36.870607,-81.40497,SW Corner of Virginia,Smyth County,162,United States
215,62287,Y,Y,Y,Mid-Atlantic,Northeast,NJ,New Jersey,07080,South Plainfield,40.580703,-74.41401,NE Corner of New Jersey,Middlesex County,46,United States
216,100155,Y,Y,Y,Pacific,West,CA,California,93514,Bishop,37.282192,-118.38717,NE Corner of California,Inyo County,136,United States
217,104777,N,N,N,West South Central,South,OK,Oklahoma,73570,Tipton,34.500298,-99.12375,SW Corner of Oklahoma,Tillman County,243,United States
218,240121,Y,Y,Y,Mountain,West,AZ,Arizona,85390,Wickenburg,33.961122,-112.76952,SW Corner of Arizona,Maricopa County,214,United States
219,109176,Y,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,17066,Mount Union,40.373421,-77.8739,SW Corner of Pennsylvania,Mifflin County,60,United States
220,11987,Y,Y,N,East North Central,Midwest,IN,Indiana,46266,Indianapolis,39.779492,-86.132837,SE Corner of Indiana,Marion County,220,United States
221,296819,N,N,N,Pacific,West,CA,California,95471,Rio Nido,38.522499,-122.97967,NW Corner of California,Sonoma County,11,United States
222,35398,Y,Y,Y,West South Central,South,TX,Texas,77902,Victoria,28.925513,-97.100624,SE Corner of Texas,Victoria County,189,United States
223,32356,Y,Y,N,Pacific,West,CA,California,96132,Termo,40.921124,-120.62265,NW Corner of California,Lassen County,144,United States
224,48945,N,N,N,Mid-Atlantic,Northeast,NJ,New Jersey,07460,Stockholm,41.091254,-74.52081,NE Corner of New Jersey,Sussex County,42,United States
225,52014,Y,Y,Y,Pacific,West,CA,California,95006,Boulder Creek,37.151813,-122.13679,SW Corner of California,Santa Cruz County,25,United States
226,199476,Y,N,N,West South Central,South,TX,Texas,77437,El Campo,29.197701,-96.2774,SE Corner of Texas,Wharton County,161,United States
227,123216,N,N,N,West South Central,South,OK,Oklahoma,73945,Hooker,36.832751,-101.25618,NW Corner of Oklahoma,Texas County,71,United States
228,106979,Y,Y,N,South Atlantic,South,FL,Florida,33127,Miami,25.813808,-80.2058,SE Corner of Florida,Miami-Dade County,138,United States
229,219279,Y,Y,Y,Pacific,West,CA,California,96110,Eagleville,41.251918,-120.12897,NW Corner of California,Modoc County,29,United States
230,266178,Y,N,N,East North Central,Midwest,WI,Wisconsin,54404,Marshfield,44.466554,-90.02136,SW Corner of Wisconsin,Wood County,80,United States
231,142114,Y,N,N,East North Central,Midwest,OH,Ohio,45506,Springfield,39.910109,-83.83243,SW Corner of Ohio,Clark County,72,United States
232,205944,Y,Y,Y,West South Central,South,OK,Oklahoma,74446,Okay,35.852293,-95.31717,NE Corner of Oklahoma,Wagoner County,166,United States
233,120430,N,N,N,South Atlantic,South,NC,North Carolina,27299,Linwood,35.752578,-80.37587,NW Corner of North Carolina,Davidson County,86,United States
234,134456,Y,Y,Y,Mid-Atlantic,Northeast,NY,New York,13126,Oswego,43.449201,-76.47992,NW Corner of New York,Oswego County,104,United States
235,78539,N,N,N,East South Central,South,KY,Kentucky,40501,Lexington,38.037847,-84.61645,NE Corner of Kentucky,Unknown County,248,United States
236,53895,Y,Y,Y,Mid-Atlantic,Northeast,NJ,New Jersey,07641,Haworth,40.958573,-73.98659,NE Corner of New Jersey,Bergen County,5,United States
237,138583,Y,N,N,South Atlantic,South,PR,Puerto Rico,00765,Vieques,18.125664,-65.45603,SE Corner of Puerto Rico,Unknown County,171,United States
238,93548,Y,Y,N,Mountain,West,AZ,Arizona,85223,Arizona City,32.749664,-111.68022,SE Corner of Arizona,Pinal County,122,United States
239,58210,Y,Y,Y,East North Central,Midwest,IL,Illinois,62034,Glen Carbon,38.75592,-89.97442,SW Corner of Illinois,Madison County,26,United States
240,129818,N,N,N,New England,Northeast,RI,Rhode Island,02840,Newport,41.488002,-71.31262,SE Corner of Rhode Island,Newport County,239,United States
241,208825,Y,Y,N,East South Central,South,TN,Tennessee,38187,Memphis,35.201738,-89.971538,NW Corner of Tennessee,Shelby County,30,United States
242,178150,N,N,N,East North Central,Midwest,WI,Wisconsin,54670,Wilton,43.833159,-90.49044,SW Corner of Wisconsin,Monroe County,100,United States
243,13018,Y,Y,Y,South Atlantic,South,FL,Florida,32342,Midway,30.496047,-84.483258,NW Corner of Florida,Unknown County,45,United States
244,203034,Y,Y,Y,New England,Northeast,MA,Massachusetts,01344,Erving,42.607051,-72.41396,NW Corner of Massachusetts,Franklin County,73,United States
245,133970,Y,Y,Y,West North Central,Midwest,NE,Nebraska,68861,Odessa,40.699986,-99.25626,SE Corner of Nebraska,Buffalo County,209,United States
246,20067,Y,Y,Y,Mid-Atlantic,Northeast,NY,New York,12060,East Chatham,42.41956,-73.50412,SE Corner of New York,Columbia County,217,United States
247,279671,Y,Y,N,South Atlantic,South,WV,West Virginia,24872,Panther,37.45926,-81.89024,SW Corner of West Virginia,McDowell County,242,United States
248,140618,N,N,N,East North Central,Midwest,OH,Ohio,43543,Montpelier,41.609365,-84.62292,NW Corner of Ohio,Williams County,73,United States
249,178623,Y,Y,Y,West North Central,Midwest,MO,Missouri,63188,Saint Louis,38.6531,-90.243462,NE Corner of Missouri,St. Louis City,95,United States
250,288996,Y,Y,N,East North Central,Midwest,WI,Wisconsin,54662,Tunnel City,44.003084,-90.562005,SW Corner of Wisconsin,Monroe County,7,United States
251,133969,N,N,N,Mountain,West,NV,Nevada,89450,Incline Village,39.256357,-119.946371,NW Corner of Nevada,Washoe County,238,United States
252,152806,Y,Y,N,East North Central,Midwest,WI,Wisconsin,53103,Big Bend,42.886982,-88.20955,SE Corner of Wisconsin,Waukesha County,38,United States
253,52825,Y,Y,Y,South Atlantic,South,SC,South Carolina,29568,Longs,33.915705,-78.74796,NE Corner of South Carolina,Horry County,56,United States
254,23193,Y,Y,N,East South Central,South,KY,Kentucky,41847,Redfox,37.21583,-82.95449,SE Corner of Kentucky,Knott County,25,United States
255,12653,Y,Y,Y,East North Central,Midwest,IL,Illinois,62088,Staunton,39.011612,-89.78855,SW Corner of Illinois,Macoupin County,116,United States
256,114682,Y,N,N,New England,Northeast,VT,Vermont,05450,Enosburg Falls,44.885689,-72.78992,NW Corner of Vermont,Franklin County,33,United States
257,243614,Y,Y,Y,South Atlantic,South,WV,West Virginia,26036,Dallas,39.974547,-80.53003,NW Corner of West Virginia,Marshall County,62,United States
258,114457,N,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,15915,Johnstown,40.484487,-78.702224,SW Corner of Pennsylvania,Cambria County,202,United States
259,104992,Y,N,N,West North Central,Midwest,MO,Missouri,65470,Falcon,37.532445,-92.39099,SE Corner of Missouri,Laclede County,250,United States
260,253554,Y,Y,N,South Atlantic,South,MD,Maryland,21644,Ingleside,39.094126,-75.87294,NE Corner of Maryland,Queen Anne's County,96,United States
261,284676,Y,Y,N,West North Central,Midwest,SD,South Dakota,57435,Cresbard,45.160833,-98.92417,SE Corner of South Dakota,Faulk County,50,United States
262,118576,Y,Y,Y,Mountain,West,ID,Idaho,83873,Wallace,47.533448,-115.88759,NW Corner of Idaho,Shoshone County,183,United States
263,126472,Y,Y,N,South Atlantic,South,MD,Maryland,21503,Cumberland,39.580691,-78.690593,NW Corner of Maryland,Allegany County,207,United States
264,108635,Y,Y,N,Pacific,West,CA,California,90807,Long Beach,33.828366,-118.18235,SE Corner of California,Los Angeles County,242,United States
265,246716,Y,N,N,West North Central,Midwest,KS,Kansas,66872,White City,38.79144,-96.73809,NE Corner of Kansas,Morris County,219,United States
266,186365,Y,Y,N,Mountain,West,CO,Colorado,81335,Yellow Jacket,37.508184,-108.78311,SW Corner of Colorado,Montezuma County,87,United States
267,80579,N,N,N,West South Central,South,TX,Texas,76797,Waco,31.553646,-97.203166,NE Corner of Texas,Mclennan County,146,United States
268,52144,Y,Y,Y,South Atlantic,South,FL,Florida,33709,Saint Petersburg,27.815953,-82.72865,NE Corner of Florida,Pinellas County,64,United States
269,272703,Y,Y,Y,Mountain,West,CO,Colorado,81232,Hillside,38.285533,-105.642451,SW Corner of Colorado,Fremont County,98,United States
270,255756,Y,N,N,New England,Northeast,NH,New Hampshire,03609,North Walpole,43.142254,-72.4483,SW Corner of New Hampshire,Cheshire County,171,United States
271,72294,Y,Y,N,West North Central,Midwest,SD,South Dakota,57017,Colman,44.001123,-96.81166,SE Corner of South Dakota,Moody County,232,United States
272,223135,Y,Y,Y,East North Central,Midwest,MI,Michigan,49836,Germfask,46.180416,-85.90176,NE Corner of Michigan,Schoolcraft County,142,United States
273,144531,Y,Y,N,Mid-Atlantic,Northeast,PA,Pennsylvania,17231,Lemasters,39.859432,-77.857889,SW Corner of Pennsylvania,Franklin County,60,United States
274,95943,N,N,N,South Atlantic,South,DC,Washington DC,20338,Washington,38.893311,-77.014647,SW Corner of Washington DC,Unknown County,142,United States
275,77245,Y,N,N,West South Central,South,TX,Texas,78585,Salineno,26.510436,-98.746365,SE Corner of Texas,Starr County,66,United States
276,144249,Y,Y,Y,New England,Northeast,CT,Connecticut,06858,Norwalk,41.110496,-73.416213,SW Corner of Connecticut,Fairfield County,73,United States
277,73937,Y,Y,Y,Mid-Atlantic,Northeast,PA,Pennsylvania,15163,North Apollo,40.588257,-79.554054,SW Corner of Pennsylvania,Unknown County,189,United States
278,80307,Y,N,N,East North Central,Midwest,WI,Wisconsin,54928,Caroline,44.732083,-88.88507,NE Corner of Wisconsin,Shawano County,57,United States
279,86145,Y,N,N,Mid-Atlantic,Northeast,NY,New York,14823,Canisteo,42.250187,-77.58406,SW Corner of New York,Steuben County,78,United States
280,187114,Y,N,N,East North Central,Midwest,IN,Indiana,46249,Indianapolis,39.858989,-86.006082,NE Corner of Indiana,Marion County,170,United States
281,159399,Y,N,N,West South Central,South,AR,Arkansas,72613,Beaver,36.431111,-93.699392,NE Corner of Arkansas,Carroll County,235,United States
282,239000,Y,Y,N,West North Central,Midwest,NE,Nebraska,68059,Springfield,41.074548,-96.15635,SE Corner of Nebraska,Sarpy County,40,United States
283,105258,N,N,N,West North Central,Midwest,MO,Missouri,64111,Kansas City,39.056505,-94.59439,NW Corner of Missouri,Jackson County,32,United States
284,44156,Y,Y,Y,South Atlantic,South,WV,West Virginia,26520,Arthurdale,39.497676,-79.82003,NE Corner of West Virginia,Preston County,158,United States
285,219303,Y,Y,Y,West South Central,South,LA,Louisiana,70086,Saint James,30.013027,-90.85714,SE Corner of Louisiana,St James Parish,21,United States
286,277393,Y,Y,N,South Atlantic,South,FL,Florida,33444,Delray Beach,26.460951,-80.07891,SE Corner of Florida,Palm Beach County,179,United States
287,298866,N,N,N,East North Central,Midwest,WI,Wisconsin,54895,Weyerhaeuser,45.422669,-91.42678,NW Corner of Wisconsin,Rusk County,242,United States
288,3282,Y,N,N,South Atlantic,South,MD,Maryland,21541,McHenry,39.557364,-79.35999,NW Corner of Maryland,Garrett County,93,United States
289,257835,Y,Y,N,West South Central,South,OK,Oklahoma,74054,Osage,36.276739,-96.36831,NE Corner of Oklahoma,Osage County,81,United States
290,174925,N,N,N,Mountain,West,CO,Colorado,81134,Garcia,37.092195,-105.530023,SE Corner of Colorado,Costilla County,21,United States
291,89476,Y,Y,N,South Atlantic,South,SC,South Carolina,29304,Spartanburg,34.916625,-81.863874,NW Corner of South Carolina,Spartanburg County,107,United States
292,60599,Y,Y,Y,West South Central,South,TX,Texas,77993,Weesatche,28.835825,-97.444155,SE Corner of Texas,De Witt County,44,United States
293,104161,Y,N,N,Mountain,West,NM,New Mexico,87191,Albuquerque,35.044339,-106.672872,NW Corner of New Mexico,Bernalillo County,226,United States
294,77015,N,N,N,South Atlantic,South,VA,Virginia,24471,Port Republic,38.310311,-78.80409,NE Corner of Virginia,Rockingham County,165,United States
295,200216,Y,Y,Y,Mid-Atlantic,Northeast,NY,New York,13214,Syracuse,43.038099,-76.07635,NW Corner of New York,Onondaga County,123,United States
296,85142,Y,Y,N,Mid-Atlantic,Northeast,NJ,New Jersey,07067,Colonia,40.591653,-74.31341,NE Corner of New Jersey,Middlesex County,10,United States
297,237869,N,N,N,Mid-Atlantic,Northeast,NY,New York,12125,New Lebanon,42.474028,-73.4075,SE Corner of New York,Columbia County,242,United States
298,228668,Y,Y,N,Mountain,West,NM,New Mexico,87024,Jemez Pueblo,35.624111,-106.73752,NW Corner of New Mexico,Sandoval County,25,United States
299,232327,Y,Y,N,New England,Northeast,NH,New Hampshire,03046,Dunbarton,43.102146,-71.602132,SE Corner of New Hampshire,Merrimack County,27,United States
300,123771,N,N,N,New England,Northeast,RI,Rhode Island,02885,Warren,41.726184,-71.27049,NE Corner of Rhode Island,Bristol County,121,United States
301,212719,Y,N,N,West North Central,Midwest,KS,Kansas,66901,Concordia,39.568803,-97.64627,NE Corner of Kansas,Cloud County,179,United States
302,124019,N,N,N,Mid-Atlantic,Northeast,NJ,New Jersey,07514,Paterson,40.923648,-74.14321,NE Corner of New Jersey,Passaic County,161,United States
303,53065,Y,Y,Y,South Atlantic,South,GA,Georgia,30085,Tucker,33.891251,-84.07456,NW Corner of Georgia,Dekalb County,42,United States
304,165392,N,N,N,South Atlantic,South,WV,West Virginia,25644,Sarah Ann,37.688162,-81.98826,SW Corner of West Virginia,Logan County,45,United States
305,41246,N,N,N,South Atlantic,South,NC,North Carolina,28250,Charlotte,35.26002,-80.804151,NW Corner of North Carolina,Mecklenburg County,165,United States
306,162410,Y,Y,Y,East North Central,Midwest,IN,Indiana,47317,Kennard,39.902534,-85.520201,NE Corner of Indiana,Unknown County,187,United States
307,148497,Y,N,N,Mid-Atlantic,Northeast,NY,New York,14414,Avon,42.899233,-77.73372,NW Corner of New York,Livingston County,82,United States
308,121933,N,N,N,East North Central,Midwest,OH,Ohio,43220,Columbus,40.047273,-83.06986,SW Corner of Ohio,Franklin County,142,United States
309,114809,Y,Y,N,West North Central,Midwest,ND,North Dakota,58523,Beulah,47.229528,-101.75965,SW Corner of North Dakota,Mercer County,44,United States
310,280641,Y,Y,N,New England,Northeast,RI,Rhode Island,02842,Middletown,41.511739,-71.28658,SE Corner of Rhode Island,Newport County,108,United States
311,232833,Y,Y,Y,Pacific,West,WA,Washington,98516,Olympia,47.085046,-122.78376,SW Corner of Washington,Thurston County,69,United States
312,287531,Y,N,N,New England,Northeast,MA,Massachusetts,01039,Haydenville,42.381475,-72.69259,NW Corner of Massachusetts,Hampshire County,82,United States
313,111945,Y,Y,N,South Atlantic,South,WV,West Virginia,26563,Carolina,39.480838,-80.27183,NW Corner of West Virginia,Marion County,64,United States
314,124276,N,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,19052,Lenni,39.894161,-75.445589,SE Corner of Pennsylvania,Delaware County,221,United States
315,227126,Y,Y,N,East South Central,South,AL,Alabama,35219,Birmingham,33.544622,-86.929208,NW Corner of Alabama,Jefferson County,140,United States
316,277172,N,N,N,West South Central,South,TX,Texas,78749,Austin,30.216108,-97.85828,SE Corner of Texas,Travis County,245,United States
317,291298,N,N,N,Mountain,West,CO,Colorado,81526,Palisade,39.1013,-108.367,NW Corner of Colorado,Mesa County,19,United States
318,56568,N,N,N,South Atlantic,South,GA,Georgia,31737,Colquitt,31.152253,-84.69653,SW Corner of Georgia,Unknown County,170,United States
319,3346,Y,Y,N,Mountain,West,CO,Colorado,80233,Denver,39.903043,-104.9544,NE Corner of Colorado,Adams County,140,United States
320,136215,Y,N,N,Mountain,West,NM,New Mexico,88264,Maljamar,32.878526,-103.71399,SE Corner of New Mexico,Lea County,216,United States
321,252351,N,N,N,Mid-Atlantic,Northeast,NJ,New Jersey,08512,Cranbury,40.306286,-74.52627,NE Corner of New Jersey,Middlesex County,162,United States
322,151272,Y,Y,N,West North Central,Midwest,MN,Minnesota,56056,La Salle,44.070204,-94.57143,SW Corner of Minnesota,Watonwan County,36,United States
323,141095,Y,N,N,New England,Northeast,ME,Maine,04046,Kennebunkport,43.399494,-70.4769,SW Corner of Maine,York County,23,United States
324,159157,Y,Y,N,East South Central,South,MS,Mississippi,39086,Hermanville,31.983753,-90.79058,SW Corner of Mississippi,Claiborne County,67,United States
325,259905,Y,Y,Y,West North Central,Midwest,MO,Missouri,63068,New Haven,38.558836,-91.24469,NE Corner of Missouri,Franklin County,168,United States
326,239351,Y,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,19022,Crum Lynne,39.862712,-75.33958,SE Corner of Pennsylvania,Delaware County,232,United States
327,173911,Y,Y,Y,Pacific,West,OR,Oregon,97256,Portland,45.580557,-122.374776,NW Corner of Oregon,Multnomah County,30,United States
328,162028,Y,Y,Y,South Atlantic,South,FL,Florida,32011,Callahan,30.567684,-81.84051,NE Corner of Florida,Nassau County,91,United States
329,255250,Y,Y,Y,South Atlantic,South,FL,Florida,34745,Kissimmee,27.995287,-81.259332,NE Corner of Florida,Osceola County,209,United States
330,163626,Y,Y,N,Pacific,West,CA,California,95253,Victor,38.114669,-121.203656,NW Corner of California,San Joaquin County,142,United States
331,126743,Y,Y,Y,Pacific,West,OR,Oregon,97453,Mapleton,44.018992,-123.87221,SW Corner of Oregon,Lane County,188,United States
332,9264,Y,Y,Y,East South Central,South,AL,Alabama,36141,Montgomery,32.233377,-86.208528,SE Corner of Alabama,Montgomery County,34,United States
333,255139,Y,Y,N,West South Central,South,OK,Oklahoma,74004,Bartlesville,36.711386,-95.894042,NE Corner of Oklahoma,Washington County,203,United States
334,75087,Y,Y,Y,South Atlantic,South,FL,Florida,32061,Lulu,30.101542,-82.50337,NE Corner of Florida,Columbia County,250,United States
335,158546,Y,Y,N,Pacific,West,CA,California,93263,Shafter,35.490517,-119.26495,SW Corner of California,Kern County,25,United States
336,141191,Y,Y,Y,West South Central,South,TX,Texas,77258,Houston,29.83399,-95.434241,SE Corner of Texas,Harris County,218,United States
337,280210,Y,Y,N,Mid-Atlantic,Northeast,NY,New York,14102,Marilla,42.838643,-78.55601,NW Corner of New York,Erie County,129,United States
338,52368,Y,N,N,Pacific,West,OR,Oregon,97032,Hubbard,45.183167,-122.80193,NW Corner of Oregon,Marion County,109,United States
339,212725,Y,N,N,West North Central,Midwest,KS,Kansas,66017,Denton,39.720911,-95.27417,NE Corner of Kansas,Doniphan County,212,United States
340,18540,Y,Y,N,South Atlantic,South,NC,North Carolina,27544,Kittrell,36.215193,-78.43861,NE Corner of North Carolina,Vance County,205,United States
341,34268,N,N,N,New England,Northeast,MA,Massachusetts,02145,Somerville,42.390846,-71.09225,NE Corner of Massachusetts,Middlesex County,80,United States
342,278295,N,N,N,Pacific,West,CA,California,94308,Palo Alto,37.381144,-122.334825,NW Corner of California,Unknown County,186,United States
343,148442,Y,Y,Y,Pacific,West,WA,Washington,98229,Bellingham,48.725417,-122.435478,NW Corner of Washington,Whatcom County,108,United States
344,269145,Y,N,N,West North Central,Midwest,MN,Minnesota,55969,Rollingstone,44.079021,-91.84612,SE Corner of Minnesota,Winona County,43,United States
345,79654,N,N,N,Mid-Atlantic,Northeast,NY,New York,14760,Olean,42.076574,-78.42744,SW Corner of New York,Cattaraugus County,56,United States
346,194851,Y,Y,N,New England,Northeast,MA,Massachusetts,01009,Bondsville,42.206092,-72.340486,NW Corner of Massachusetts,Hampden County,61,United States
347,160494,Y,Y,Y,South Atlantic,South,VA,Virginia,24121,Moneta,37.145705,-79.64786,SW Corner of Virginia,Bedford County,12,United States
348,34900,Y,Y,Y,New England,Northeast,MA,Massachusetts,01889,North Reading,42.571633,-71.109646,NE Corner of Massachusetts,Middlesex County,21,United States
349,4759,Y,Y,N,Mountain,West,UT,Utah,84026,Fort Duchesne,40.294693,-109.82903,NE Corner of Utah,Uintah County,137,United States
350,225066,Y,Y,N,West South Central,South,TX,Texas,77221,Houston,29.83399,-95.434241,SE Corner of Texas,Harris County,19,United States
351,212816,Y,Y,N,South Atlantic,South,VA,Virginia,24088,Ferrum,36.901203,-80.0715,SW Corner of Virginia,Franklin County,239,United States
352,6867,Y,N,N,East North Central,Midwest,WI,Wisconsin,54429,Elderon,44.780171,-89.247809,NE Corner of Wisconsin,Marathon County,129,United States
353,29758,Y,N,N,Pacific,West,CA,California,92145,San Diego,32.889139,-117.100486,SE Corner of California,San Diego County,184,United States
354,124400,Y,Y,N,West South Central,South,TX,Texas,75490,Trenton,33.435618,-96.3324,NE Corner of Texas,Fannin County,15,United States
355,101359,Y,Y,N,East North Central,Midwest,MI,Michigan,48635,Lupton,44.399711,-83.99444,SE Corner of Michigan,Ogemaw County,126,United States
356,27433,Y,N,N,West North Central,Midwest,MO,Missouri,65587,Waynesville,37.805756,-92.22218,SE Corner of Missouri,Unknown County,229,United States
357,154517,Y,Y,N,South Atlantic,South,FL,Florida,33269,Miami,25.558428,-80.458168,SE Corner of Florida,Miami-Dade County,19,United States
358,276376,Y,Y,N,East South Central,South,AL,Alabama,35746,Fackler,34.830058,-85.97048,NE Corner of Alabama,Jackson County,22,United States
359,203065,Y,Y,N,West North Central,Midwest,KS,Kansas,67512,Alden,38.238827,-98.31957,SW Corner of Kansas,Rice County,77,United States
360,169685,Y,N,N,Mountain,West,NM,New Mexico,87573,Tererro,35.795217,-105.65799,NE Corner of New Mexico,San Miguel County,88,United States
361,179304,Y,Y,Y,East North Central,Midwest,OH,Ohio,43534,McClure,41.368743,-83.93422,NW Corner of Ohio,Henry County,197,United States
362,139731,N,N,N,South Atlantic,South,VA,Virginia,22183,Vienna,38.831813,-77.288755,NE Corner of Virginia,Fairfax County,22,United States
363,104440,Y,N,N,South Atlantic,South,FL,Florida,32402,Panama City,30.234451,-85.692035,NW Corner of Florida,Bay County,161,United States
364,249392,Y,N,N,East North Central,Midwest,WI,Wisconsin,54246,Washington Island,45.365984,-86.89946,NE Corner of Wisconsin,Door County,104,United States
365,115643,N,N,N,New England,Northeast,MA,Massachusetts,01830,Haverhill,42.78519,-71.07011,NE Corner of Massachusetts,Essex County,150,United States
366,220540,Y,N,N,Mid-Atlantic,Northeast,NY,New York,13801,McDonough,42.504765,-75.77739,SE Corner of New York,Chenango County,222,United States
367,242517,Y,Y,N,West South Central,South,OK,Oklahoma,73437,Graham,34.363418,-97.43017,SE Corner of Oklahoma,Carter County,237,United States
368,211151,Y,N,N,West North Central,Midwest,ND,North Dakota,58124,Fargo,46.934596,-97.229718,SE Corner of North Dakota,Cass County,53,United States
369,185550,Y,N,N,East North Central,Midwest,IL,Illinois,61441,Ipava,40.337555,-90.30458,NW Corner of Illinois,Fulton County,24,United States
370,29427,Y,N,N,South Atlantic,South,WV,West Virginia,26120,Mineral Wells,39.218276,-81.497865,NW Corner of West Virginia,Wood County,88,United States
371,276019,N,N,N,South Atlantic,South,DE,Delaware,19931,Bethel,38.570238,-75.6147,SW Corner of Delaware,Sussex County,64,United States
372,151391,N,N,N,South Atlantic,South,MD,Maryland,20913,Takoma Park,38.833563,-76.877743,SE Corner of Maryland,Montgomery County,125,United States
373,147699,Y,N,N,East North Central,Midwest,MI,Michigan,49203,Jackson,42.227536,-84.40913,SE Corner of Michigan,Jackson County,73,United States
374,117321,N,N,N,South Atlantic,South,PR,Puerto Rico,00666,Juncos,18.228952,-65.921356,SE Corner of Puerto Rico,Unknown County,97,United States
375,154270,N,N,N,East South Central,South,AL,Alabama,35478,Peterson,33.306606,-87.453224,NW Corner of Alabama,Tuscaloosa County,32,United States
376,118819,Y,Y,N,West North Central,Midwest,IA,Iowa,50061,Cumming,41.491203,-93.78537,SW Corner of Iowa,Warren County,207,United States
377,189215,Y,Y,N,Pacific,West,CA,California,95631,Foresthill,39.033312,-120.82172,NW Corner of California,Placer County,105,United States
378,188952,N,N,N,Pacific,West,CA,California,91612,North Hollywood,33.786594,-118.298662,SE Corner of California,Los Angeles County,168,United States
379,103914,Y,N,N,East North Central,Midwest,MI,Michigan,48138,Grosse Ile,42.130091,-83.16017,SE Corner of Michigan,Wayne County,193,United States
380,131780,Y,Y,N,Mountain,West,CO,Colorado,80448,Grant,39.459109,-105.72873,NW Corner of Colorado,Park County,213,United States
381,192694,Y,N,N,South Atlantic,South,VA,Virginia,22741,Stevensburg,38.442247,-77.8962,NE Corner of Virginia,Culpeper County,241,United States
382,158369,Y,Y,N,Mountain,West,ID,Idaho,83209,Pocatello,42.639474,-112.313836,SE Corner of Idaho,Bannock County,221,United States
383,54436,N,N,N,West North Central,Midwest,MO,Missouri,65246,Dalton,39.370265,-92.99396,NW Corner of Missouri,Chariton County,12,United States
384,93356,Y,Y,Y,West North Central,Midwest,MO,Missouri,63875,Rives,36.313319,-90.165758,SE Corner of Missouri,Dunklin County,221,United States
385,109651,Y,Y,Y,West South Central,South,TX,Texas,79958,El Paso,31.694842,-106.299987,NW Corner of Texas,El Paso County,21,United States
386,270309,Y,N,N,Mid-Atlantic,Northeast,NY,New York,13417,New York Mills,43.102469,-75.29566,NE Corner of New York,Oneida County,209,United States
